bairro,metragem,quartos,banheiros,vagas,valor_anuncio,valor_mm,valor_m2,rua,cep,setor_censo,nome_do_distrito,situacao_setor,tipo_setor,v001,v002,v003,v004,v005,v006,v007,v008,v009,v010,v011,v012
Alto de Pinheiros,352,5,5,3,3400000.0,3.4,9659.09090909091,Rua Alberto Faria,5459000.0,355030.802000017,ALTO DE PINHEIROS,1.0,0.0,231.0,798.0,3.45,2.34,9914.58,241108526.78,12054.04,267486877.04,4452.73,99030343.89,7677.85,146106011.47
Aclimação,180,3,1,3,1200000.0,1.2,6666.666666666667,Rua Pais de Andrade,1530000.0,355030.849000013,LIBERDADE,1.0,0.0,294.0,784.0,2.67,1.73,5663.97,282702226.62,6555.94,321527456.31,3451.43,117562608.82,4790.25,156821803.56
Campo Belo,90,2,2,2,850000.0,0.85,9444.444444444443,Rua Demóstenes,4614010.0,355030.815000053,CAMPO BELO,1.0,0.0,139.0,397.0,2.86,1.78,7959.12,66466486.33,8256.1,66494875.09,4617.56,45571772.56,6134.99,51258326.83
Vila Nelson,280,5,3,2,426000.0,0.426,1521.428571428571,Avenida Jaçanã,2273000.0,355030.839000084,JAÇANÃ,1.0,0.0,230.0,747.0,3.25,2.43,985.72,2120435.06,1349.5,2413804.05,650.27,1281021.01,1156.65,1694026.95
Parque Santa Cecília,250,3,2,4,300000.0,0.3,1200.0,Rua Pai Gomes Charinho,4832160.0,355030.823000168,CIDADE DUTRA,1.0,0.0,262.0,963.0,3.68,4.22,899.84,468463.16,998.97,420839.33,586.4,361177.53,873.63,287017.35
Jardim Leonor Mendes de Barros,300,5,6,4,1350000.0,1.35,4500.0,Rua Genova,2348020.0,355030.881000025,TREMEMBÉ,1.0,0.0,265.0,864.0,3.26,1.64,5143.4,55462829.33,5655.6,58100212.24,2662.56,31079542.77,4322.62,43306014.26
Jardim dos Estados,514,4,5,4,2800000.0,2.8,5447.470817120623,Rua das Barcas,4641070.0,355030.871000104,SANTO AMARO,1.0,0.0,169.0,552.0,3.27,1.76,8730.44,112235275.19,9457.97,114723141.19,3700.29,54019834.08,5246.54,68515864.57
Jardim da Saúde,200,3,4,2,1500000.0,1.5,7500.0,Rua Domingos de Rogatis,4290080.0,355030.827000156,CURSINO,1.0,0.0,61.0,203.0,3.33,2.29,3014.51,19387084.75,3469.53,20760648.33,2334.61,15235919.45,3162.48,18040478.44
Aclimação,265,3,3,1,2000000.0,2.0,7547.169811320755,Rua Muniz de Sousa,1534001.0,355030.849000007,LIBERDADE,1.0,0.0,336.0,816.0,2.43,1.32,4883.03,16013841.52,5292.57,15186728.16,2884.56,13645096.36,4528.65,13977455.72
Aclimação,388,3,1,2,2500000.0,2.5,6443.298969072165,Rua Doutor João Maia,4109130.0,355030.849000048,LIBERDADE,1.0,0.0,317.0,916.0,2.89,2.34,4876.36,57170519.67,5240.02,59536517.09,3013.53,35892999.06,3863.97,42746730.01
Ipiranga,297,5,4,2,950000.0,0.95,3198.6531986531986,Rua do Manifesto,4209000.0,355030.834000102,IPIRANGA,1.0,0.0,98.0,268.0,2.73,2.73,1802.91,7786957.92,2677.05,9244430.32,1320.91,4144597.79,2028.54,4934159.22
Alto de Pinheiros,350,4,5,4,3000000.0,3.0,8571.42857142857,Rua Alberto Faria,5459000.0,355030.802000017,ALTO DE PINHEIROS,1.0,0.0,231.0,798.0,3.45,2.34,9914.58,241108526.78,12054.04,267486877.04,4452.73,99030343.89,7677.85,146106011.47
Brooklin Paulista,140,3,4,2,1810000.0,1.81,12928.57142857143,Rua Arandu,4562030.0,355030.815000045,CAMPO BELO,1.0,0.0,192.73880597014926,553.1865671641791,2.905149253731343,1.8296268656716415,5161.970746268657,97045170.24388058,6691.670373134329,132140162.58738811,3135.925447761194,49373301.05783582,5017.426343283581,75159428.21455224
Planalto Paulista,309,3,3,4,2300000.0,2.3,7443.365695792881,Avenida Odila,4058020.0,355030.877000099,SAÚDE,1.0,0.0,256.0,720.0,2.81,1.6,4249.33,24499871.44,5180.14,25047413.33,2618.76,17705032.31,3977.93,21495997.85
Vila Deodoro,223,3,5,2,1300000.0,1.3,5829.596412556054,Rua Professor Camilo Bergenson,1544080.0,355030.814000033,CAMBUCI,1.0,0.0,231.0,675.0,2.92,2.12,2424.47,11837448.37,2580.88,12199126.51,1666.44,8108986.01,2211.37,9558666.62
Vila Dom Pedro I,330,4,4,3,1300000.0,1.3,3939.39393939394,Rua Olival Costa,4276070.0,355030.834000062,IPIRANGA,1.0,0.0,239.0,726.0,3.04,2.32,2192.79,5176507.16,2288.55,5183445.13,1409.68,3626318.98,1871.96,3950799.07
Jardim das Bandeiras,420,4,5,5,3800000.0,3.8,9047.619047619048,Rua Francisco Farel,5436070.0,355030.862000087,PINHEIROS,1.0,0.0,117.0,311.0,2.66,1.93,5582.65,87526169.64,8947.53,110488804.95,4344.47,128267062.73,7803.95,203874727.15
Chácara Santo Antônio (Zona Sul),256,4,2,2,2100000.0,2.1,8203.125,Rua Pires de Oliveira,4716010.0,355030.871000017,SANTO AMARO,1.0,0.0,218.0,564.0,2.59,1.57,4035.14,29485328.91,5026.63,31759433.56,2872.43,36156379.37,4409.22,48759811.1
Jardim Europa,486,3,4,2,3200000.0,3.2,6584.362139917696,Rua Polônia,1447000.0,355030.86200016,PINHEIROS,1.0,0.0,75.0,216.0,2.88,2.24,12895.84,421782283.19,15352.19,465098971.8,7782.52,212916644.78,10411.74,257776200.98
Jardim Aurélia,190,3,2,3,1800000.0,1.8,9473.684210526317,Rua Charles Astor,4118050.0,355030.890000089,VILA MARIANA,1.0,0.0,186.0,551.0,2.96,2.51,2333.19,8710326.59,3013.71,9203389.48,2074.47,7099166.43,2803.96,7551372.45
Planalto Paulista,314,3,4,2,1450000.0,1.45,4617.834394904458,Alameda dos Indígenas,4059060.0,355030.877000128,SAÚDE,1.0,0.0,191.0,599.0,3.14,2.64,3996.13,28056671.23,5263.86,30299687.76,2248.81,17231433.36,4011.58,23687970.63
Jardim da Glória,210,3,1,2,1150000.0,1.15,5476.190476190476,Rua Ingles de Sousa,1546010.0,355030.890000083,VILA MARIANA,1.0,0.0,213.23684210526315,624.3552631578947,2.9534210526315787,2.017631578947368,4252.476447368422,33686247.91013158,4705.019736842106,35571555.109342106,2445.384736842105,18839588.33618421,3548.5486842105265,23371839.52894737
Jardim Olympia,230,3,1,6,950000.0,0.95,4130.434782608696,Rua João José dos Santos,5542020.0,355030.894000156,VILA SÔNIA,1.0,0.0,388.0,1486.0,3.83,3.71,1371.03,3896201.97,1662.37,4240900.79,909.23,2235039.46,1416.74,2764221.31
Vila Monumento,220,3,3,3,1370000.0,1.37,6227.272727272727,Rua Paulo Bregaro,4261000.0,355030.834000022,IPIRANGA,1.0,0.0,265.0,702.0,2.65,1.39,1692.15,3484810.47,2029.05,3495083.93,1501.11,3319944.47,1998.54,3426163.27
Vila Mariana,234,3,2,1,1850000.0,1.85,7905.982905982906,Rua Caravelas,4012060.0,355030.832000012,MOEMA,1.0,0.0,178.0,497.0,2.79,1.94,5392.11,29222349.6,5679.27,29147301.8,3188.91,17976838.35,4166.02,19418439.81
Jardim Luzitânia,600,4,8,6,12000000.0,12.0,20000.0,Rua Comandante Ismael Guilherme,4031120.0,355030.832000002,MOEMA,1.0,0.0,252.0,879.0,3.49,2.68,12214.77,230843096.72,13620.0,238293879.92,5027.85,104713404.65,7496.88,137684009.87
Indianópolis,293,4,2,8,2100000.0,2.1,7167.235494880546,Rua Jacira,4517090.0,355030.877000153,MOEMA,1.0,0.0,203.3013698630137,575.1643835616438,2.8105479452054793,1.8079452054794518,5037.595753424659,33586395.3030137,5843.973561643836,33465574.940547943,3215.121780821918,22865196.798356168,4622.098219178081,25595079.115205485
Santo Amaro,440,4,3,5,1980000.0,1.98,4500.0,Rua Graham Bell,4737030.0,355030.865000169,RAPOSO TAVARES,1.0,0.0,107.0,376.0,3.51,2.31,1026.36,272168.67,1143.96,167733.64,735.67,367088.08,1086.94,159622.46
Cidade Jardim,1007,4,6,10,10500000.0,10.5,10427.010923535254,Praça Renzo Pagliari,5675120.0,355030.85400013,MORUMBI,1.0,0.0,72.0,202.0,2.81,2.81,30635.97,839016438.48,30635.97,839016438.48,14391.5,532816435.38,19086.6,617631151.19
Vila Monumento,173,4,5,1,1400000.0,1.4,8092.485549132948,Rua Leandro de Carvalho,1551010.0,355030.814000014,CAMBUCI,1.0,0.0,368.0,1104.0,3.0,1.75,2856.65,10779700.41,3295.44,10990151.83,1999.19,7570183.05,2735.44,8345195.21
Vila Hamburguesa,185,3,5,3,1100000.0,1.1,5945.945945945946,Rua Professor Paulo Tavares,5305040.0,355030.888000028,VILA LEOPOLDINA,1.0,0.0,228.0,639.0,2.8,2.32,1993.76,5146773.65,2484.03,5194795.66,1558.52,4130214.23,2088.56,4428516.55
Jardim Guedala,545,4,5,10,8500000.0,8.5,15596.330275229358,Rua Melo Morais Filho,5610040.0,355030.854000007,MORUMBI,1.0,0.0,99.0,329.0,3.32,2.57,11740.12,146755472.35,12633.39,146635312.9,6203.44,120517159.54,9399.15,152727458.42
Sumarezinho,395,3,4,2,2500000.0,2.5,6329.113924050633,Rua Harmonia,5435000.0,355030.862000079,PINHEIROS,1.0,0.0,197.0,483.0,2.45,1.59,7073.41,47185647.81,7532.22,46788290.35,4582.37,35148472.34,6077.23,37537275.59
Vila Clementino,480,3,7,4,3600000.0,3.6,7500.0,Rua Primeiro de Janeiro,4044060.0,355030.877000134,SAÚDE,1.0,0.0,260.0,669.0,2.57,1.64,5319.04,28926514.86,5554.02,28899214.01,3530.36,20374871.23,4363.52,21550160.26
Jardim da Glória,333,4,4,4,2200000.0,2.2,6606.606606606607,Rua Rino Levi,4114030.0,355030.890000083,VILA MARIANA,1.0,0.0,132.0,437.0,3.31,1.91,6810.12,40527300.79,6968.5,40364902.3,3473.68,30454627.0,5116.47,36473824.46
Sumaré,141,3,1,2,1585000.0,1.585,11241.13475177305,Rua Paris,1257040.0,355030.860000054,PERDIZES,1.0,0.0,219.13333333333333,615.7444444444444,2.8032222222222223,1.8836666666666666,5940.671888888888,73507490.37188889,6696.776222222222,77124769.5157778,3754.043222222223,47974397.971666664,5150.659666666666,58998894.70266668
Vila Monumento,320,4,5,3,2900000.0,2.9,9062.5,Rua Pereira da Nóbrega,1549020.0,355030.834000091,IPIRANGA,1.0,0.0,212.0,529.0,2.5,1.18,4809.74,21823658.11,5511.7,21136008.91,3192.48,16299948.19,4488.25,17102425.91
Planalto Paulista,356,4,2,4,2500000.0,2.5,7022.471910112359,Avenida Ireré,4064000.0,355030.877000121,SAÚDE,1.0,0.0,228.0,561.0,2.46,2.22,2477.46,28718884.98,4034.72,40572308.92,1750.51,14909548.82,3093.93,22219607.92
Vila Oratório,270,4,3,5,795000.0,0.795,2944.4444444444443,Rua Félix Lattuada,3189150.0,355030.801000008,ÁGUA RASA,1.0,0.0,226.0,755.0,3.34,2.5,886.81,3784891.15,1616.29,5734950.37,686.94,2576914.16,1576.47,4518054.88
Cambuci,247,3,4,4,1150000.0,1.15,4655.87044534413,Rua Joaquim Piza,1528010.0,355030.84900002,LIBERDADE,1.0,0.0,156.0,451.0,2.89,1.96,4355.58,10989566.18,4383.68,10936943.23,2784.05,8416565.31,3773.72,7671253.69
Cambuci,150,3,5,2,1600000.0,1.6,10666.666666666666,Rua Backer,1541000.0,355030.814000007,CAMBUCI,1.0,0.0,267.0,736.0,2.76,2.06,2841.6,7332053.95,2940.72,7296183.26,1704.08,5300798.1,2220.75,5761393.08
Jardim Morumbi,326,4,3,6,1400000.0,1.4,4294.478527607362,Rua Doutor Jesuíno de Abreu,5662010.0,355030.854000077,MORUMBI,1.0,0.0,63.0,209.0,3.32,2.09,4002.38,18562131.34,5730.68,16629327.43,3025.43,47435190.07,5378.55,71899414.77
Vila Lúcia,86,2,3,1,470000.0,0.47,5465.116279069767,Rua das Heras,3144080.0,355030.893000005,VILA PRUDENTE,1.0,0.0,189.0,615.0,3.25,2.13,1798.52,10137841.93,2880.68,13145868.75,1192.7,5377896.38,2186.61,7693741.11
Vila Progredior,258,3,4,3,1400000.0,1.4,5426.356589147287,Rua Amélia Correa Fontes Guimarães,5617010.0,355030.854000043,MORUMBI,1.0,0.0,151.0,395.0,2.62,1.32,5307.64,25229680.87,5489.41,25094986.06,3298.55,17205082.86,4117.65,18107741.81
Cambuci,118,1,2,1,850000.0,0.85,7203.389830508475,Rua Gama Cerqueira,1539010.0,355030.814000018,CAMBUCI,1.0,0.0,228.0,548.0,2.4,1.78,2814.4,13244519.28,2957.06,13495184.81,1968.24,8537742.84,2416.46,9401027.96
Cidade Jardim,1070,4,5,10,15000000.0,15.0,14018.691588785046,Rua dos Nenúfares,5675000.0,355030.85400013,MORUMBI,1.0,0.0,72.0,202.0,2.81,2.81,30635.97,839016438.48,30635.97,839016438.48,14391.5,532816435.38,19086.6,617631151.19
Cambuci,150,3,3,1,950000.0,0.95,6333.333333333333,Rua Augusto de Toledo,1542020.0,355030.849000022,LIBERDADE,1.0,0.0,368.0,1000.0,2.72,2.2,4542.97,24414727.34,5499.38,24294581.86,3254.45,62677213.44,4909.16,86462110.61
Perdizes,300,4,4,3,1500000.0,1.5,5000.0,Rua Cotoxó,5021000.0,355030.860000092,PERDIZES,1.0,0.0,242.0,614.0,2.54,2.21,3975.87,25528382.02,5200.86,27030961.2,2367.27,15010866.83,3559.42,18334893.42
Vila Mariana,145,4,6,1,2880000.0,2.88,19862.068965517243,Rua Marselhesa,4020060.0,355030.890000094,VILA MARIANA,1.0,0.0,217.0,572.0,2.64,1.62,8026.07,1781723643.14,9024.13,1374996829.42,4278.5,976628790.68,5638.9,1436259424.69
Aclimação,230,3,3,4,1350000.0,1.35,5869.565217391304,Rua Baturité,1530030.0,355030.849000008,LIBERDADE,1.0,0.0,211.0,587.0,2.78,1.94,3311.52,11175245.2,3839.18,10928779.55,2222.27,8844606.84,3036.42,9614590.59
Cambuci,199,4,5,4,1490000.0,1.49,7487.437185929648,Rua Dom Duarte Leopoldo,1542000.0,355030.814000004,CAMBUCI,1.0,0.0,203.0,614.0,3.02,2.16,1496.46,3294223.98,1745.87,3408478.74,1053.52,2235311.66,1463.81,2505943.36
Vila Nova Conceição,220,3,4,3,4500000.0,4.5,20454.545454545456,Rua Januário Miraglia,4507020.0,355030.832000066,MOEMA,1.0,0.0,239.0,630.0,2.64,1.85,9161.48,1537535657.16,9863.03,1374996829.42,5915.49,674180726.14,7121.19,803281401.42
Vila Deodoro,190,3,2,3,1280000.0,1.28,6736.8421052631575,Rua Basílio da Cunha,1544000.0,355030.814000036,CAMBUCI,1.0,0.0,219.0,538.0,2.46,1.79,4043.29,34335659.78,5208.71,38184729.68,2621.87,25373936.33,4151.3,33852471.38
Vila São José (Ipiranga),309,3,4,6,1300000.0,1.3,4207.119741100324,Rua Oliveira Melo,4271000.0,355030.834000065,IPIRANGA,1.0,0.0,274.0,795.0,2.9,2.13,1694.52,3405699.71,1934.58,3423839.63,1221.36,3352611.08,1737.91,3873837.32
Vila Monumento,160,3,4,3,2500000.0,2.5,15625.0,Rua Engenheiro Lauro Penteado,1551030.0,355030.834000094,IPIRANGA,1.0,0.0,223.0,635.0,2.85,2.17,2803.83,9825878.23,2963.28,9912583.78,1710.19,5865890.52,2239.9,6497672.58
Vila Santo Estéfano,170,4,3,3,720000.0,0.72,4235.294117647059,Rua Kalil Nader Habr,4154030.0,355030.827000041,CURSINO,1.0,0.0,153.0,549.0,3.59,2.85,838.08,1411997.92,1473.87,1547656.04,553.41,894348.74,1205.64,1163242.94
Vila Dom Pedro I,170,2,2,4,1000000.0,1.0,5882.35294117647,Rua Muriaé,4269020.0,355030.83400013,IPIRANGA,1.0,0.0,244.0,698.0,2.86,2.09,2353.37,13271674.33,2496.62,13723844.54,1430.72,7378396.61,1963.37,9083234.52
Jardim Europa,656,4,4,6,8000000.0,8.0,12195.121951219511,Rua Dinamarca,1449040.0,355030.862000114,PINHEIROS,1.0,0.0,80.0,269.0,3.36,2.39,25692.75,1491521622.72,26017.97,1374996829.42,10254.98,613565061.61,13443.06,762223429.67
Tatuapé,80,2,2,1,380000.0,0.38,4750.0,Rua Aiarani,3072060.0,355030.880000084,TATUAPE,1.0,0.0,79.0,240.0,3.04,2.01,1715.95,6423824.41,1882.78,6738634.43,1145.83,3185331.63,1637.95,3750950.6
Vila Mazzei,200,3,3,2,745000.0,0.745,3725.0,Rua Irmãos Pila,2309000.0,355030.882000046,TUCURUVI,1.0,0.0,252.0,750.0,2.98,2.24,2116.63,4023652.75,2195.02,4000505.48,1357.46,2722941.19,1789.38,2816643.94
Vila Pompéia,160,3,4,2,1245000.0,1.245,7781.25,Rua Raul Pompéia,5281090.0,355030.860000207,PERDIZES,1.0,0.0,211.0,499.0,2.36,1.18,5008.12,16466986.02,5336.94,15789859.97,3596.96,15607303.11,4610.19,15331776.74
Vila Macedópolis,220,2,1,6,960000.0,0.96,4363.636363636364,Rua Mário Ferreira de Abreu,3237095.0,355030.872000055,SÃO LUCAS,1.0,0.0,250.0,718.0,2.87,1.93,1390.0,1550056.76,1524.12,1494962.36,972.89,1438886.6,1348.36,1488036.38
Vila Tramontano,1219,5,6,12,15000000.0,15.0,12305.168170631665,Rua Lourenço de Almeida Prado,5690090.0,355030.854000062,MORUMBI,1.0,0.0,80.0,289.0,3.61,3.1,14198.26,392816838.73,16703.84,420694694.02,5935.7,168439345.11,9025.04,228576859.57
Vila Madalena,500,4,4,6,4300000.0,4.3,8600.0,Rua Caraúna,5449060.0,355030.802000005,ALTO DE PINHEIROS,1.0,0.0,202.0,765.0,3.79,3.03,8858.17,28516512.55,9940.83,21198616.62,3511.81,24713798.46,6170.52,27023856.94
Vila Nova Mazzei,100,1,1,1,330000.0,0.33,3300.0,Travessa Lopes Gonçalves,2317020.0,355030.881000019,TREMEMBÉ,1.0,0.0,264.0,885.0,3.35,3.04,1442.43,3014948.16,1567.09,3080424.15,840.63,1695688.28,1314.34,2029309.17
Praia da Lagoa,450,4,7,6,3300000.0,3.3,7333.333333333333,Rua República de El Salvador,4910020.0,355030.846000108,JARDIM SÃO LUÍS,1.0,0.0,364.0,1187.0,3.26,2.0,1009.98,1855752.38,1242.01,1994367.74,760.21,1368411.31,1186.95,1630446.56
Vila Madalena,261,3,2,2,1800000.0,1.8,6896.551724137931,Rua Professor Nova Gomes,5448100.0,355030.802000067,ALTO DE PINHEIROS,1.0,0.0,147.0,505.0,3.44,1.92,14809.66,175142703.31,15013.93,174487029.58,6394.7,99618671.32,9164.38,117439997.39
Vila Leopoldina,168,3,3,2,1300000.0,1.3,7738.0952380952385,Rua Itanhandu,5319040.0,355030.888000029,VILA LEOPOLDINA,1.0,0.0,265.0,791.0,2.98,2.18,2097.58,3786107.02,2259.59,3712155.75,1366.85,2479691.4,1837.92,2468480.35
Ipiranga,173,4,3,2,850000.0,0.85,4913.294797687861,Rua Costa Aguiar,4204000.0,355030.834000023,IPIRANGA,1.0,0.0,304.0,849.0,2.79,1.47,6125.51,29230460.06,6399.15,28783636.44,3450.24,20947817.75,4892.61,22651208.38
Jardim da Glória,230,2,3,2,940000.0,0.94,4086.9565217391305,Rua Rocha Galvão,1545020.0,355030.890000173,VILA MARIANA,1.0,0.0,154.0,440.0,2.86,1.87,2944.16,14924007.45,3126.9,15281378.5,1821.16,7441603.85,2388.8,8408236.66
Jardins,360,3,4,4,3500000.0,3.5,9722.222222222224,Rua Luís Pereira de Almeida,1431020.0,355030.862000065,PINHEIROS,1.0,0.0,131.0,355.0,2.71,2.28,6334.17,89367324.0,6482.63,90508393.81,3969.65,45629748.25,4796.66,51190115.59
Retiro Morumbi,600,3,6,8,4980000.0,4.98,8300.0,Rua Dom Tomás Costa e Lima,5692020.0,355030.883000075,VILA ANDRADE,1.0,0.0,58.0,202.0,3.48,2.11,9792.57,60116349.44,12347.15,43904618.84,4955.98,45450913.47,8456.99,47973553.82
Indianópolis,242,4,4,10,1190000.0,1.19,4917.355371900827,Alameda dos Guaiases,4079010.0,355030.877000098,SAÚDE,1.0,0.0,283.0,836.0,2.95,2.15,3411.08,17298378.0,4160.93,17983926.95,2299.4,11451071.27,3422.87,13203826.91
Jardim dos Estados,550,5,3,5,9000000.0,9.0,16363.636363636364,Rua Carlo Rainaldi,4641080.0,355030.871000104,SANTO AMARO,1.0,0.0,169.0,552.0,3.27,1.76,8730.44,112235275.19,9457.97,114723141.19,3700.29,54019834.08,5246.54,68515864.57
Jardim Paulista,670,4,7,4,3300000.0,3.3,4925.373134328358,Rua Marechal Bitencourt,1432020.0,355030.845000045,JARDIM PAULISTA,1.0,0.0,284.0,933.0,3.29,2.54,6918.36,116870875.01,7675.06,123873294.66,3194.38,53470273.57,5997.32,83644284.88
Aclimação,331,3,1,2,1200000.0,1.2,3625.377643504532,Rua Baturité,1530030.0,355030.849000008,LIBERDADE,1.0,0.0,211.0,587.0,2.78,1.94,3311.52,11175245.2,3839.18,10928779.55,2222.27,8844606.84,3036.42,9614590.59
Jardim Europa,1150,6,10,10,15000000.0,15.0,13043.478260869566,Rua Campo Verde,1456010.0,355030.8620001,PINHEIROS,1.0,0.0,150.0,471.0,3.14,2.52,12541.6,145097579.97,13935.11,141776198.31,6233.35,87751791.3,9076.64,102021548.71
Sumaré,550,3,5,6,3900000.0,3.9,7090.909090909091,Rua Joazeiro,1253030.0,355030.860000017,PERDIZES,1.0,0.0,175.0,477.0,2.73,1.68,4803.91,34012884.5,5189.41,34746330.43,3146.61,25061835.05,3962.07,28335049.37
Vila Nova Conceição,150,3,3,1,1900000.0,1.9,12666.666666666666,Rua José Gonçalves Pereira,4538010.0,355030.835000042,ITAIM BIBI,1.0,0.0,269.0,560.0,2.08,1.41,6512.68,32545927.88,7179.96,31083497.53,4834.27,27702693.88,5942.84,27466726.53
Vila Dom Pedro I,180,4,3,3,1380000.0,1.38,7666.666666666667,Rua Vinte e Quatro de Outubro,4276050.0,355030.834000036,IPIRANGA,1.0,0.0,324.0,919.0,2.84,1.93,2270.05,5123943.3,2349.83,5116529.54,1432.56,3543330.96,1918.44,3813420.89
Vila Madalena,266,3,2,2,1800000.0,1.8,6766.917293233083,Rua Professor Nova Gomes,5448100.0,355030.802000067,ALTO DE PINHEIROS,1.0,0.0,147.0,505.0,3.44,1.92,14809.66,175142703.31,15013.93,174487029.58,6394.7,99618671.32,9164.38,117439997.39
Vila Leopoldina,173,3,3,2,1300000.0,1.3,7514.450867052024,Rua Itanhandu,5319040.0,355030.888000029,VILA LEOPOLDINA,1.0,0.0,265.0,791.0,2.98,2.18,2097.58,3786107.02,2259.59,3712155.75,1366.85,2479691.4,1837.92,2468480.35
Ipiranga,178,4,3,2,850000.0,0.85,4775.2808988764045,Rua Costa Aguiar,4204000.0,355030.834000023,IPIRANGA,1.0,0.0,304.0,849.0,2.79,1.47,6125.51,29230460.06,6399.15,28783636.44,3450.24,20947817.75,4892.61,22651208.38
Jardim da Glória,235,2,3,2,940000.0,0.94,4000.0,Rua Rocha Galvão,1545020.0,355030.890000173,VILA MARIANA,1.0,0.0,154.0,440.0,2.86,1.87,2944.16,14924007.45,3126.9,15281378.5,1821.16,7441603.85,2388.8,8408236.66
Cidade Monções,130,3,1,2,1100000.0,1.1,8461.538461538461,Rua Meteoro,4563030.0,355030.835000051,ITAIM BIBI,1.0,0.0,203.0,475.0,2.34,1.68,3900.27,17967518.61,4524.31,18019256.12,3092.78,14732323.28,4010.21,15425498.12
Jardins,365,3,4,4,3500000.0,3.5,9589.04109589041,Rua Luís Pereira de Almeida,1431020.0,355030.862000065,PINHEIROS,1.0,0.0,131.0,355.0,2.71,2.28,6334.17,89367324.0,6482.63,90508393.81,3969.65,45629748.25,4796.66,51190115.59
Retiro Morumbi,605,3,6,8,4980000.0,4.98,8231.404958677685,Rua Dom Tomás Costa e Lima,5692020.0,355030.883000075,VILA ANDRADE,1.0,0.0,58.0,202.0,3.48,2.11,9792.57,60116349.44,12347.15,43904618.84,4955.98,45450913.47,8456.99,47973553.82
Indianópolis,247,4,4,10,1190000.0,1.19,4817.813765182186,Alameda dos Guaiases,4079010.0,355030.877000098,SAÚDE,1.0,0.0,283.0,836.0,2.95,2.15,3411.08,17298378.0,4160.93,17983926.95,2299.4,11451071.27,3422.87,13203826.91
Jardim dos Estados,555,5,3,5,9000000.0,9.0,16216.216216216217,Rua Carlo Rainaldi,4641080.0,355030.871000104,SANTO AMARO,1.0,0.0,169.0,552.0,3.27,1.76,8730.44,112235275.19,9457.97,114723141.19,3700.29,54019834.08,5246.54,68515864.57
Jardim Paulista,675,4,7,4,3300000.0,3.3,4888.888888888889,Rua Marechal Bitencourt,1432020.0,355030.845000045,JARDIM PAULISTA,1.0,0.0,284.0,933.0,3.29,2.54,6918.36,116870875.01,7675.06,123873294.66,3194.38,53470273.57,5997.32,83644284.88
Aclimação,336,3,1,2,1200000.0,1.2,3571.428571428572,Rua Baturité,1530030.0,355030.849000008,LIBERDADE,1.0,0.0,211.0,587.0,2.78,1.94,3311.52,11175245.2,3839.18,10928779.55,2222.27,8844606.84,3036.42,9614590.59
Jardim da Glória,130,3,3,2,1200000.0,1.2,9230.76923076923,Rua Meruoca,1547150.0,355030.890000164,VILA MARIANA,1.0,0.0,263.0,717.0,2.73,1.83,2477.57,10925849.02,3681.36,11807859.51,2007.16,8817996.1,3254.32,10241921.92
Jardim Europa,1155,6,10,10,15000000.0,15.0,12987.012987012988,Rua Campo Verde,1456010.0,355030.8620001,PINHEIROS,1.0,0.0,150.0,471.0,3.14,2.52,12541.6,145097579.97,13935.11,141776198.31,6233.35,87751791.3,9076.64,102021548.71
Sumaré,555,3,5,6,3900000.0,3.9,7027.027027027027,Rua Joazeiro,1253030.0,355030.860000017,PERDIZES,1.0,0.0,175.0,477.0,2.73,1.68,4803.91,34012884.5,5189.41,34746330.43,3146.61,25061835.05,3962.07,28335049.37
Vila Nova Conceição,155,3,3,1,1900000.0,1.9,12258.064516129032,Rua José Gonçalves Pereira,4538010.0,355030.835000042,ITAIM BIBI,1.0,0.0,269.0,560.0,2.08,1.41,6512.68,32545927.88,7179.96,31083497.53,4834.27,27702693.88,5942.84,27466726.53
Vila Dom Pedro I,185,4,3,3,1380000.0,1.38,7459.459459459459,Rua Vinte e Quatro de Outubro,4276050.0,355030.834000036,IPIRANGA,1.0,0.0,324.0,919.0,2.84,1.93,2270.05,5123943.3,2349.83,5116529.54,1432.56,3543330.96,1918.44,3813420.89
Jardim Guedala,435,4,5,5,1850000.0,1.85,4252.873563218391,Avenida São Valério,5603010.0,355030.854000124,MORUMBI,1.0,0.0,49.0,192.0,3.92,4.12,11536.12,229163686.73,13145.81,240236824.92,4636.39,96054890.24,7727.31,136582178.7
Pacaembu,300,3,2,7,2200000.0,2.2,7333.333333333333,Rua João Florêncio,1246070.0,355030.826000018,CONSOLAÇÃO,1.0,0.0,127.0,458.0,3.61,3.21,7346.93,70416840.49,8639.44,71649790.34,3917.23,36276400.49,5198.33,41497182.86
Pacaembu,687,5,6,4,10000000.0,10.0,14556.04075691412,Rua Angatuba,1247000.0,355030.826000019,CONSOLAÇÃO,1.0,0.0,184.79032258064515,589.8709677419355,3.196370967741936,2.5503225806451613,8826.705725806452,385511500.78338706,9396.174838709678,397249613.83516127,4479.225403225807,155875333.5027419,5994.680322580646,196014393.7355645
